,text
10982,the invasion begins  phase    ballistic missiles and cruise missile attacks on key military infrastructure      airstrikes to continue day night     it s almost  am  tanks are rolling to cross the border  fierce combat will start within hour   ukraine
11052,it looks like  russia s attack begins with targeting airports across  ukraine  as you would expect in any war   this footage is from  kherson 
11054, breaking  ukraine was attacked by russian troops from  russia and  belarus  and from crimea  border guards service
11314,the  condemns in the strongest possible terms the russian attack against  ukraine    putin chose to turn his back on diplomacy and confirmed his role of europe s biggest aggressor   we call on eu member states to provide   full support   political  economic and military  
11459, flash smoke rises over a military base on the north eastern outskirts of  kiev   russia  ukraine  denazification 
11515, russia denies  ukraine s reports of russian aircraft that were downed in the east
11623,the regions of luhansk and donetsk are the major industrial regions of ukraine  in   ukraine invested    of gdp into such sectors to boost production  these areas are now recognised by russia as independent  the total loss can be estimated to be over    of gdp  putin  russian 
11657, putin apparently ordered the invasion on feb    when his  today s  video address was filmed  
11680, this tory government has turned a blind eye to russian propaganda promoting brexit and demonizing the eu during the brexit referendum campaign  this needs to be investigated thoroughly  together with the industrial scale money laundering of russian dirty money in london    putin
11684,we start lost mobile connection   ukraine under fire  putin  putinatwar  ukraine  russiainvadedukraine  ww 
11852,honestly  putin colonialism has died out  invading countries in    reall   i guess you are trying to re nationalise the  ussr to go back to the glory days of queuing for bread  pathetic  childish and a total lack of respect for  ukraine vlad  small man  big car  tiny penis 
11879,  borders of ukraine are attacked by russia and belarus   uasbgs   ukraine  russia  belarus  
11914,breaking  russian military paratroopers landed in ukraine  near kharkov         ukrainerussiaconflict  ukraine  russia  wwiii  ww   kiev 
11991, breaking  russia restricts movement of commercial vessels in the azov sea until further notice  reuters
12012,spread and share  you can help ukraine  ukraine  russia 
12051,here some of the most famous russian oligarchs yachts and their current         location around the world  many are in western waters where  according to the owner ties to putin  might should be seized      russia  ukraine  sanctions 
12096,atrillery attack from  russia on  ukraine 
12166, nato secretary general  will brief the media at around      cet   hq  after an extraordinary meeting of the north atlantic council on  russia s unprovoked and unjustified attack on  ukraine      info for media   
12269,the deranged hitler wannabe in the kremlin is also threatening the west with a nuclear attack by the way   putin    via  
12425,extraordinary meeting of the north atlantic council called this morning at  nato hq in brussels   nato chief jens stoltenberg will deliver press statement at noon    russia  ukraineinvasion
12498,macron calls on  russia to  immediately stop its military actions in ukraine   oh  dear 
12512,hitler annexing austria      this nutcase needs to be stopped now   kiev  ukriane  putin
12640,one chart to rule them all   russia s stock market craters    as  putin orders troops to strike  ukraine  
12673,horrifying attack by russian forces on civilians  they did this in syria with impunity  now ukraine   russiaukraine 
12678, estonia unequivocally condemns  russia s military attack on  ukraine and we have decided to launch  nato consultations under article   of the north atlantic treaty with latvia  lithuania  poland and other allies    
12819,and more support from  china to  russia s invasion to  ukraine  chinese foreign ministry  on ukraine crisis  says russian forces in ukraine not  invasion  as described by some foreign media
13009,putin sending russian attack planes  ukraina  ukraine  putin  russia 
13167,the turmoil  fear  amp  fury of ukrainians fleeing because of  russia violence  amp  putin s greed  i join my fury to theirs  damn putin  amp  anyone aiding  amp  abetting this atrocity   ukrainecrisis  ukraineinvasion 
13262, worldwar  and this is the result of any war      people suffers not politicians 
13442,german dax index has lost all gainings of the last   year with russian attacks  let s wait for this attack to end and buy dax  not now     forex  forexsignals  russia  ukraine  dax  
13457,if true  belarus is allowing itself to be used by russia to send troops into into  then  sanctions should target them as well   standwithukraine  russiaukraineconflict
13459,britain has no moral standing or credible authority to condemn  russia re  ukraineinvasion if it s ruling political party  the tories  refuse to return every donation from russians directly indirectly linked to kremlin   you re just as corrupt as putin pegged you for  disgraceful
13502,live footage from ukrainian border  russiaukraineconflict  worldwar  
13604,putin s puppets in donetsk the  task number one  of the military operation in donbas is to reach the administrative borders of donetsk and luhansk regions   russia s state media reports   ukraine  ukraineinvasion  ukrainewillresist
13634,britain has no moral standing or credible authority to condemn  russia re  ukraineinvasion if it s ruling political party  the tories  refuse to return every donation from russians directly indirectly linked to kremlin   you re just as corrupt as putin pegged you for  disgraceful
13995,today s tragic news is precisely why we need someone in no   with sound moral and strategic judgement  unshakable principles  who listens to and respects experts  who is honest  reliable and trustworthy  and who can unite the country   ukraine
14046,eurovision world in solidarity with  ukraine    
14074,   attention pls              ukraine  russiaukraineconflict  russia   
14412,important  the  russia object that fell on busy residential area avenue in  kyiv this morning is kh    a soviet designed air to surface cruise missile  that s what i apparently heard   russiaukraineconflict 
14494,prime minister imran khan s meeting with russian president vladimir putin and his entire visit are going ahead as planned and contrary to what ap has reported  the meeting is on  per sources   pakistan  russia  pmikinrussia
14529,stand with ukraine  do whatever you can  donate  spread the word  help us fight russian propaganda here  there is only one side to blame  one criminal  one aggressor   russia    istandwithukraine  ukraine
14736, follow me for quick ground videos and updates on ukrain conflicts  ukraineconflict  ukraine  russiaukraineconflict  russian 
14779,devastating news to wake up to this morning  the attack by putin is an act of war and must be condemned in the strongest possible way  we must impose the harshest of sanctions and stand together with the people of  ukraine  an attack on  ukraine is an attack on democracy 
14879,what does  the  send to  ukraine  prayers     prayers ffs 
15094,indian embassy has advised indian nationals in ukraine to refrain from travelling to  kyiv   russia  ukraine  russiaukraineconflict  
15246,people flock to leave  kyiv as russian president vladimir putin commenced an attack on  ukraine overnight  with explosions reported in multiple cities      
15440,reminds me of the fable of the frog and the scorpion  which ironically is said to have originated in  russia  
15475,ukrainian residents trying to escape from kyiv  ukraine    ukraine  kyiv  russia  russiaukraine 
15790,this   ukraine  russia  putin 
16057,and to think people in this country are afraid of a cold  sorry i mean covid  imagine living in the  ukraine  that s a real reason for people to be afraid   ukraineconflict  wwiii  putin  russia
16165, nato allies have agreed to hold an article   consultation on  russia s new war with  ukraine    article   calls for consultation over military matters when  the territorial integrity  political independence or security of any of the parties is threatened   
16433,  years ago  those who wanted  pakistan to stand with them against their foes  after years of betrayals out of selfishness  forced pakistan to stand with their foes    ukraine invasion while  imrankhan is in  moscow  is a statement itself from  putin to the foes of  russia  
16560,taiwan watching ukraine rn  ukraine  russiaukraineconflict   putin 
16605,vinnytsia  warehouses of the ukrainian armed forces    ukraine  russia 
16873, anyone who tries to interfere with us  or even  to create threats for our country and our people  must know that russia s response will be immediate and will lead you to such consequences as you have never before experienced in your history   putin 
16989,ukrainian volunteers  as always  provide assistance to the army and territorial defense   in the link   bank accounts    sergio is a volunteer who has been helping the army since      ukraine  war  russia   
16998,warehouses of the ukrainian armed forces    ukraine  russia  russiaukraine 
17003, russia over run  genichesk town at border with  crimea in  ukraine  
17022, russian ground troops parachuting into ukraine  russian  ukrainerussiacrisis  russia  ukraineconflict  ukrainewar 
17204,crowds of ukrainians and foreigners with suitcases at the train station in kyiv trying to flee the capital this morning  many say they fear the russians could enter the city   ukraine  russia  invasion 
17768,if you re gonna listen to any speech about  ukraine     let it be this one   the kenya ambassador to the unsc perfectly explains how people across africa understand ukraine  and what the kremlin s acts of aggression mean in our post colonial world  
17781,how does it feel   dispatching your  thoughts and prayers  to  ukraine at the same time as your party receives its roubles 
17964, is hiding today   ukraine  politics  news  invasion
18003, i have only one thing to say  from the bottom of my heart   president putin  stop your troops from attacking  ukraine      give peace a chance    too many people have already died     unitednations   secretary general  at the security council last night  
18123,the very worst time to be led by an utterly compromised pm    ukraine
18552, johnson is  appalled  by putin s actions in  ukraine  heyho  just woken up too late to think about severe actions  like  er  sanctioning  mandating  the stoppage of putin s favourite scotch whisky  sounds right for borus in deep booster thought   gonna  a ruski   bit late 
18631,solidarity with  ukraine against putin s aggression and war   russia used cyber attacks to disable responses  sow confusion  and maybe many other things  it s too early to call out everything    this is a dangerous time 
18674, martial law has been imposed in ukraine in connection with russia s start of the war   ukraine  ukraineinvasion  putin  
18688,we release our collection  war is not for cats literally in the next few hours     repost  ukraine will win       ukraine  nft  nftcommunity  war   kiev  nftcollection 
18823,we checked  the video was actually filmed in kharkov  the tail of the rocket part of the smerch mlrs rocket is visible  the multiple launch rocket system  mlrs  is an indiscriminate weapon  attacking populated areas with such weapons is a war crime   ukraine 
18835,while tragic events unfold in  ukraine  we still have very vulnerable people living on  exeter s streets  ukraine will be on my mind and in my heart today  with prayers for world leaders as they respond  i feel powerless  but i can still make a difference here  today  in my city 
19120,ohhh my goodness  ukrainerussie  ukraineconflict  worldwar   prayforukraine  istandwithukraine  russiaukraineconflict  ukraina 
19145,russian missile flies over a journalist   ukraine  russiaukraineconflict 
19234,if you re gonna listen to any speech about  ukraine     let it be this one   the kenya ambassador to the unsc perfectly explains how people across africa understand ukraine  and what the kremlin s acts of aggression mean in our post colonial world  
19235,cnn   it is not just russia  it seems  according to this statement  that is involved in this assault on ukraine but it may also      be belarus that has also joined with its ally in russia to take part in this assault on ukraine     russia  ukraine  cnn  belarus 
19289,a woman has wrapped kids into her protective mantle  spreading arms and hands over them   seeds for sowing must not be ground    this demand is  like  never again war   not a sentimental yearning  but a command  a demand      k the kollwitz      ukraine  
19343,   holy shit  i think i may be onto something about  ukraine   zelensky said the russians are firing at  military installations   how broad is that term   i am seeing speculation that could include us installed biolabs   at first i was like no way   then i started digging  
19491,as this   article shows  experts have warned for years that russia was seeking to divide europe and conquer ukraine  by supporting brexit and eu skeptic far right parties   sadly  this advice was depicted by brexiteers as scaremongering  ukraine  brexit 
19601,in spite of brutal police arrests  russians from different regions come out to protest against the war in  ukraine 
19861,opening up a new gym at the start of ww   brilliant  at least if i m sent to war and get blown up i won t have to pay off the  k debt i m now in        ww   silverlining
19986,what is the purpose of the un   ukraine  russia  war  
20147,with its attack on ukraine   russia violates the most basic and important rules of the international order  the international community will not forget this day of shame  in close coordination with our partners  we will respond  we stand in solidarity with  ukraine   
20481,european commission president ursula von der leyen vows massive sanctions pkg blocking tech  amp  markets key for  russia  she says  we will weaken russia s economic base  amp  its capacity to modernize  eu to freeze russian assets in eu  stop russian bank access to euro financial market
20495, russia shelled a military unit on the territory of kyiv  there are victims  according to the service for emergency situations of  ukraine  
20542,a visualisation how close the russian attacks are to eu nato border  updated map  russian attacks have now been reported in all parts of ukraine  wwiii  putin 
20557,my heart breaks for the people of ukraine today as i wake to the news that russia has decided on a full invasion  the west cannot allow these unlawful killings to go unanswered   russiaukrainecrisis  unlawfulkillings  ww   putin
20694,i strongly condemn  russia s reckless attack on  ukraine  which puts at risk countless civilian lives  this is a grave breach of international law  amp  a serious threat to euro atlantic security   nato allies will meet to address russia s renewed aggression  
20814,                  worldwar   prayforukraine  russia                           you re our only hope   
20907,image of  russian t   tanks on the outskirts of  kharkiv in ne  ukraine  these came in from  belgorod in  russia across the border app   hrs ago from the info being seen online   ukraineunderattack  russianinvasion  russiaukraine  russiaterroriststate  putinisamadman  putin 
21089,no to war in ukraine as russia launches invasion  socialists must oppose putin s move and any nato escalation    ukraine   ukraineinvasion  russia 
21626, a country that spends its time antagonising allies and threatening trade wars needs to grow up and get real  fast    russiaukrainewar 
21852,the threat of sanctions by the usa  eu and nato did not extinguish putin s fire  they were are fueling putin s fire with their weak reactions  they worked and struggled not to extinguish this fire  but to fuel the flames    ukraina  kyiv  kiev  biden  russia  putin 
21886,vladimir putin sets down a marker in ukraine  does the west have the means to stop him    russia  russiaukrainecrisis  russiainvadedukraine  russianinvasion  russiaukrainewar  ukraina  ukrainerussie  ukrainerussiacrisis  ukrainerussiaconflict  nato  biden
22110,today s  comment  written hours before russia invaded ukraine  former nato diplomat david hobbs  warning about uk  addiction  to russian money is even more relevant on a desperate day for europe     ukraine  putin
22194,we stand with  ukraine   our prayers with you           slavaukraine  standwithukraine  westandwithukraine  stoprussianaggression 
22339,thinking of all my friends and colleagues in  and all over  ukraine on the front line of yet again a  war in europe  diplomacy has failed thus far  bombs are falling  civilians will die  are dying  there will be devastating consequences for human rights in the region
22504,how does it feel   dispatching your  thoughts and prayers  to  ukraine at the same time as your party receives its roubles 
23167,the state border of ukraine was attacked by russian troops from russia and belarus   border guards service  ukraine border guards service says attack also taking place from crimea   ukraine  russia  nato  unitedstates  g   unitednations  breaking rtrs
23455,  now s not the time to be governed by clowns  puppets  self servers and sycophants   the tory party s mps have been spineless in removing the incompetence which has already presided over   thousand deaths  and now has revealed international weakness enabling aggression   ukraine
23652, none of our allies wants us to leave the eu in fact  the only country that would like us to leave the eu is russia  that should probably tell us all we need to know   philip hammond  defence secretary  chancellor now in lords   johnsonout   ukraine   
23855,if the west were able to  respond decisively  it would have done so already  the  decisive response  is as elusive as the  brexit opportunity    and the utter impossibility of both is not a coincidence  we are all pawns in a long game   ukraine
23866,we ve been in a world war ever since we crawled out of the swamp   it s time to end our war on other earthlings   help to win the peace   go  vegan             wwiii 
24031,help save ukrainian lives  please consider donating   ukraine 
24098,from pipelines to ports  these are ukraine s key commodity sites    russia  russiaukrainecrisis  russiaukrainewar  gas  kyiv  business  economy  ukrainerussia  putin  putinswar  putinisawarcriminal  markets  wallstreet
24142,please read and rt this thread   starmer showing leadership with clear proposals as to what we must now do in response to russia s  invasion of  ukraine 
24163, russia shelled a military unit on the territory of kyiv  there are victims  according to the service for emergency situations of  ukraine  
24486,after announcing a military operation in  ukraine   russian president vladimir  putin warns other countries not to interfere and threatens  consequences they have never seen    video via     ukraine  ukraina  ukrainecrisis  ukraineconflict  ukraineinvasion  russiaukraine 
24497,footage of the airport bombing in ivano frankivsk   ukraine  russia 
24502,has  johnson got the will to use london s special banking status against  putin  let s see        takebackdemocracy  ukrainerussiaconflict 
24521, russia launches full scale invasion into  ukraine  he actually did it  
24716, these are the darkest hours for  europe since the end of wwii this is a violation of the basic principles of human co existence    josep borrell  high rep  of the eu for foreign affairs   f   russia  ukraine
24757,all that the western leaders are good at doing are meetings and sanctions which does not change the situation on the ground     those are the proof that not everything in the reports are accurate     worldwar   putin  ukraine  istandwithukraine
25053,after roughly a decade of being considered a  russia hawk  i am all of a sudden mainstream   fine with me 
25384, valimai team waited for long to go  russia to shoot the pre interval bike   action sequence    today  that is the scene most talked about    the long wait is totally worth it 
26132,maxim would never have allowed this to happen on his watch     russiaukraine    
26194,the russian invasion of  ukraine   every attempt to redraw maps and country boundaries is criminal  we  however  ought to ask ourselves what caused this blatant by  russia violation of international law  will this   eventually become the new map of ukraine   thread      
26366,joe biden warning   putin marching    russiaukraineconflict 
26427, ukraine military says it downed a  th  russian aircraft so far reports suggest su  s  amp  su  s were the first aircraft shot down by  ukraine  belgorod  russia  ukraineunderattack  russianinvasion  russiaukraine  russiaterroriststate  putinisamadman  putin  ukrainecrisis 
27577,russia declares war  ukrainian president gets emotional  appeals to stop war   russiaukraineconflict  russiaukrainecrisis  vladimirputin 
27961, update  ukrainian military re captures a village in eastern ukraine  ukrainian mod says   russian soldiers were killed as well as another aircraft making   russian aircraft destroyed   russia  ukraine
28608, sanctions against  russia isn t going to be enough  you really think  putin hadn t already considered the sanctions that would be imposed against the nation 
28728,an apartment building in chuhuiv  south of kharkiv after the morning attack by  russia   ukraine  
29912,sir tony brenton  western policy on  ukraine  with sanctions on  russia   increasingly self indulgent and irrelevant   r today
30228, no two countries that both have a  mcdonald s have ever fought a war against each other   thomas friedman      that was the end of history  victory of democracy  era  oh  how the world has changed since then  there are currently   mcdonald s in  russia and   in  ukraine  
30539,i have never thought in my entire life that i would be woken up at  am by screams and phones ringing from family in  ukraine that  russia has attacked 
30779, putin   look  they are russianlanguage ukrsinians  who do you protekt by your  grad  and  smerch   
30785,james not so clever ley does not give me any confidence   russia  freenavalny  putinswar
31109,doom scrolling takes a new meaning this morning    thoughts with  ukraine and all of its people     remember that putin and the kremlin     russia 
31212,ukraine is under attack right now  spread news  donate and tell your government to do something  read and donate     standwithukraine  ukraine  helpukraine  sanctionrussianow
31287,sweden and the eu stand united in their support for  ukraine and the ukrainian people  our thoughts go out to the women  men and children whose lives and homes are now in grave danger  russia bears full responsibility for this conflict 
31462,morning in russian propagandistic media has started from praising the military operation in  ukraine  calling it a military intervention in donbas  we know what they mean by peacekeepers  don t we   standwithukraine
31509,   russia as a result of aggression on  ukraine should be cut off from  swift now  not next week not tomorrow but now   please rt in support of innocent ukrainians
31556,thinking about people in  ukraine 
31811,stop war  make peace          ukraine   russiaukraineconflict   russia 
32067,the only guy save ukraine and destroy the whole russia  wwiii 
32072,the simpsons predicted the crisis of  ukraine and  russia   kiev  russiaukraineconflict 
32123,horrified by the news we have all woken up to this morning   my thoughts and prayers are now with the people of  ukraine   istandwithukraine   
32243,  tulchin  vinnitsa region  locator  the consequences of the shelling   breakingnews  ukraine  ukrainerussie  ukrainewar 
32288,we ve been continually told that your  eu has been the only reason that there s been peace in europe  the eu is irrelevant to putin  only force that might be relevant to him is  nato  amp  sadly due to underfunding  amp  weak politicians its deterrence has been severely weakened   
32365,deeply saddened  amp  horrified  by the news this morning and my heartfelt    thoughts  amp  prayers  are with all the people in  ukraine  prayforukraine  standwithukraine
32487,russia better chill before i get involved   wwiii 
33211,piers morgan slams putin s  bully boy tactics  as russia declares war on ukraine  russiaukraine  
33243,finland s president niinist   often considered someone who knows how to speak with putin  said he does not think there is that much to talk about with putin for the moment   finland  russia  ukraine  war  
33392,  ukrainian soldier tells his parents about the bombing of his positions  they are bombing us    it is good that we are all still alive    if something happens    mom  dad  i love you  everything will be fine   ukraine  russia  warzoneclips 
33415,prime minister imran khan s meeting with russian president vladimir putin and his entire visit are going ahead as planned and contrary to what ap has reported  the meeting is on  per sources   pakistan  russia  pmikinrussia
33626,the news russian troops have entered eastern ukraine has caused a surge in commodity markets      russia  ukraine
33719,   dax has lost all the gainings of   with russian attack     the index falling more than         how to turn crisis into opportunity     dax  indices  forexsignals  forex  russiaukraine 
33951,    warning   what awaits any enemy of  russia       the tsar bomb 
34060,we don t want anyone to be homeless we can help them with encryption  russiaukraineconflict  nft  russiaukraine  bitcoin   cryptocurrency 
34192,the reality of biden vs putin  world watching putin      russiaukraineconflict with a possibility of  worldwar    russia  ukraine  wwiii 
34511,unbelievable  can t believe this is actually happening   war is awful   thinking and praying for the innocent   especially many  children who will be frightened and confused   lord have mercy     givepeaceachance   ukrainerussiacrisis  russiaukrainecrisis  ukraine  russia       
34672,   ukraine forces published pictures of   destroyed tanks of the  putin regime military in luhans k region   ukraine  russia  russia  russiaukraine  ukrainerussia  ukrainerussiacrisis 
35303,      the biggest threat to world peace since the second world war  so says our chief foreign editor  talking to me live from kiev  rob a real expert on russia and the region   ukraine  ukrainerussiacrisis  f  
35329,if you re gonna listen to any speech about  ukraine     let it be this one   the kenya ambassador to the unsc perfectly explains how people across africa understand ukraine  and what the kremlin s acts of aggression mean in our post colonial world  
35915,we stand with the people of  ukraine united with them in the face of terror and aggression 
36010,if  still allow the  final to be held in russia  their reputation will be forever tarnished and the stains indelible   ukrainerussia
36028,just heard from natasha in  ukraine  she just said  it starts       getting   to there whilst internet up  if anyone in a position to help ukrainians pls find credible org  to donate asap   need first aid  food to store asap  thx
36336,  the military unit in odessa is on fire  breakingnews  ukraine  ukrainerussie  ukrainewar 
36630,my sense of revulsion against johnson and every member of his despicable cabinet   now that it s clear they have accepted blood stained roubles and enjoyed sumptuous hospitality paid for by them   has just intensified   ukraine
36699,   ukraine s police    dead    injured    missing as a result of  russia s attack in  odesa region   podolsk   standwithukraine  ukrainianswillresist
36708,today is the first day in my life when i can t say my  good morning   we don t want war  ukraine s polities don t want war          ukraine                     stopthewar 
36904,today at   am  ukraine s fighter jets were in the sky  the leadership of ukraine knew about the attack and removed all aircraft from airfields in advance   empr  russia  standwithukraine
36934,footage of the airport bombing in ivano frankivsk   ukraine  russia 
37003,if you are a ukrainian artist   share your profiles  twi  insta  tiktok  or commissions info in this post     lets support each other    ukrart  ukraine  ukrainianart 
37039,the  russian army is conducting a ground offensive in kharkiv  kherson  chernihiv  sumy  luhansk  and donetsk regions  the armed forces of  ukraine are resisting the aggressors   empr  standwithukraine
37264,state border guard service  columns of  russian tanks entered  kyiv controlled part of  luhansk region   krasnaya talivka  milove  horodyshche frontiers  white cars with  osce labels at the front of the column  harsh fighting currently under way   standwithukraine  ukraine
37767,fully agree    us   eu  uk and others should hit  russia with full load of sanctions   deterrence has failed  west s goal now should be to inflict maximum pain and punishment on russia to underscore that its actions are unacceptable in  st century europe    standwithukraine 
37858,this   ukraine  russia  putin 
37953,  security reports   ukraine  russia 
38098,  of    contd    was on the  putin payroll along with  trump s cohorts  conspiring and complicit with the russian leadership  concerning details found in  st impeachment of  trump and the deliberate withholding of lethal aid to  ukraine  this deserves contd   
38107,  of    contd         ukrainian democracy  and for  putin with the help of  trump to see a puppet government in place  as this political conspired crime failed  we now see today  putin s insane lies    nd option  by invading ukraine  the lives of  m folk  cc  
38205,from poetry of bitch                  russiaukraine                                        ukrainecrisis 
38541,this tweet aged very well    russia 
38701,don t think i ve ever heard more orgasmic reporting with palpable excitement at the prospect of a war with  russia as i ve heard today from  on    lots of lip service to the sadness but none of it sincere   we re getting the great reset on steroids 
38791,the reality of biden vs putin  world watching putin  russiaukraineconflict with a possibility of  worldwar    russia  ukraine  wwiii 
39115,the world in real time looks in all spectra at the military actions of  russia  how can you create a war in the  st century  especially in europe  and hope that it will pass without noise  modern wars will take place in the media mode  it is impossible to escape responsibility  
39126,time to act  world   ukraineinvasion  ukrainerussie  russiaukraineconflict  standwithukraine  putin   
39272,what now  some short term  medium term  and longer term ideas we need to pursue       starting today  cut  russia off from  swift    freezing of all russian government  amp  oligarch assets    blocking sanctions on doing business with russia    trade embargoes    publish putin assets
39380,the simpsons predicted the crisis of  ukraine and  russia   kiev  russiaukraineconflict 
