,text
58463,if you re gonna listen to any speech about  ukraine     let it be this one   the kenya ambassador to the unsc perfectly explains how people across africa understand ukraine  and what the kremlin s acts of aggression mean in our post colonial world  
63034,brandenburg gate just now  ukraine 
64326,putin to rest of world asking russia to leave ukraine     putin  russiaukraineconflict  worldwar   wwiii 
64874,switzerland s statement on recent developments in  ukraine 
66734, russia invading  ukraine and going to war will have wider global repercussions  putin can start the war but there s no way he can control its course     eu should be very concerned right now 
67426,breaking relations with  ukraine is not  russia s choice  ria reported citing the russian foreign ministry  adding that kyiv s decision to cut ties is the logical end to its russophobic policy 
67634,in my opinion  being one of the most powerful nations  permanent member of the security council  amp  the single biggest trade partner of  russia   china has to play a major role in stopping this madness  i know its too much to ask but china has to stand on right side of the history 
70930,a song has been buzzing in my head today   insane in the membrane   insane in the ukraine     ukraine  russiaukraineconflict  putin 
74567, update  ukrainian military re captures a village in eastern ukraine  ukrainian mod says   russian soldiers were killed as well as another aircraft making   russian aircraft destroyed   russia  ukraine
74666,i was originally born in russia  but neither me or my russian friends do not support putin s invasion in independent ukraine  it s heartbreaking to see this  i stay with ukraine  i stay with peace  stopputin  ukraina  ukrainerussiaconflict  ukraine           
80479,don t forget that this person is responsible for tens of massacres in  syria  direct bombing on hospitals and civic areas  and for blocking the political transition  he is the  hitler of our age   putin  russia  ukraine 
85269,interior ministry of ukraine reports that russia has seized control of antonov international airport in hostomel after a large air assault operation with mi   helicopters  the town is only  km from kyiv    ukraine  russia   knish  
86065,if world war   is inevitable  can we please fight it online  due to covid   peace    wwiii  russiaukraineconflict  russiainvadedukraine  russia  nowar  ukraine 
101815,ukrainian airforce an   shot down by russian forces  reportedly   people were onboard with   confirmed killed     ukraine  russia   knish  
120564,he is  pakistan s pm  imrankhan  he chose to visit  russia at a time when the country has invaded  ukraine  jokes apart  this guy is a case study  
126906,   breaking   a father who sent his family to a safe zone bid farewell to his little girl and stayed behind to fight        ukraine  ukraina  russia  putin  wwiii  worldwar   ukrainerussie  russiaukraineconflict  russiainvadedukraine 
133154,   a russian warplane shoots near at a house with civilians inside somewhere in  ukraine  
146451,   heartbreaking photo from ukraine       where is nato  amp  the us     putin  russiaukraineconflict 
148637,  shinja is titanium sponsored  for   dubaicryptoexpo at march    swap   wallet   blockchain  all releasing this year   shibnobi  shinja  bitcoin   nato  rusya  usdttry   metaverse  blockchain  shibnobi dojoswap 
165793,as the world s attention is focused on  russia s invasion of  ukraine   turkey s invasion and occupation continues with renewed drone missile strikes today against civilian target in north east  syria     
167933,breaking  senior us defense official says  russia s ops in  ukraine just getting started    what we are seeing is initial phases of a large scale invasion  per the official  they re making a move on  kyiv 
178076, we shouldn t make the mistake of thinking today s gop is capable of feeling shame or sympathy  all they feel is arousal  amp  trust me   putin is making them tumescent as hell right now  this is the shit they want to do us  the taller the body count  the more excited they ll get 
190086,for kurds watching international reaction   russia s invasion  amp  occupation of  ukraine  i feel you  afrin kurds raped  kidnapped  amp  displaced with nobody to console or support them  no media  no condemnations when turkey invades afrin  it s not fair  kurds must support each other  
193986,yesterday  we were told that the  uk was not doing enough and that  germany was leading the way in sanctioning  russia s wild regime  well    
194339,this guy from ukraine is sending his family somewhere safe while he stays to fight for his country   war is hell on earth   wwiii    putin  russiaukraineconflict  russiaukrainecrisis 
194516,in novosibirsk  russia  local residents are marching in protest against the russian invasion of ukraine    russia  ukraine  novosibirsk  russiainvadedukraine  protest  warprotest  stopthewar  wwiii  worldwar  
194595,humanity is failing miserably  putin  worldwar 
195354,reuters  uk says it intends to work with allies to shut off  russia s access to swift payment system  that discussion very active
196301,the world was silent whn taliban took over afganistan   the world is silent whn russia is trying to capture ukraine   the world will remain silent whn china will try to conquer taiwan   and we were taught in the school that united nations is there to protect world peace   stopwar
202919,wow  don t the  clownvoynz  convoy nz groupies look doubly pathetic now with the events in  ukraine unfolding with such real world and life and death intensity   i guess they call this a  reality check 
205365,you have successfully finished corona virus  your next game is world war     worldwar   wwiii 
206656,the  ukraine issue is the result of many complex factors   china is monitoring the development of the situation closely  and calls on all parties to exercise restraint to prevent the situation from getting out of control 
207354,big crowd in st petersburg   russia protesting against putin s invasion of  ukraine despite a ban on protests    
208663,i will stress this concept ad nauseam   denouncing the  us military intelligence complex which has destroyed entire nations from  iraq to  afghanistan does not mean siding with  russia  china  northkorea    russia is a militaristic society as the  unitedstates is
210056,  update  just in   an emotional anti war protestor in  moscow shows a sign of  i m russian sorry for that   as  russia n police forces arrested at least   protestors in multiple cities around the country  after invading  ukraine  
220614,ukrainian soldier   we are under heavy bombardment   mom   dad   i love you        russia  ukraine  russiaukraineconflict 
223266,please follow us at  most of us are on the ground in  kyiv working to provide you with the latest news  it s extremely stressful  no one knows where it is safe to be  or whether there will be more strikes and where  and russian troops are moving from the north  
226999,update from me    driving away from kyiv towards poland  normal route blocked by fighting     gas stations rationing gas    heavy traffic at times    ukraine  kyiv  ukraina  refugees 
229287, ukraine  ukraina  ukrainerussiacrisis  ukrainerussie  russia  putin  endwar  ukraineinvasion   ukraine vs russia   
229332,  bit studios team statement   fuckthewar  ukraine    
229355,hundreds of thousands of people  refugees  are moving towards  ukraine  slovakia border   this is a  deja vu    months ago we were seeing these scenes from  afghanistan  when  taliban took power    russiainvadedukraine  ukrainerussiacrisis  russiaukarineconflict  russia  russian 
229792,we ll withstand it       ukraine 
230136, arrest putin  not me  damn it    ukraine  russia 
230566,listen to the shrieking cries of children as russian air force jets launch a pair of missiles right above their home  this is what war does to our kids   scarring our future generation  this is putin s cruelty to all mankind   ukraine 
231582,this is moscow   russia  people went out to the streets protesting against the war and russian invasion in  ukraine  according to human rights defenders  more than   people have been detained so far for protests in russia  their number will most certainly grow 
232204,  bit studios team statement   fuckthewar  ukraine    
234153,she s right   putin was kgb  watched the fall of the ussr  fought the us during the cold war  lived through famine  pain  and hardship  lost colleagues  and those emotions don t leave   no one needs war right now  no one   wwiii 
235071,footage of the airport bombing in ivano frankivsk   ukraine  russia 
239285,canadian gunners with sixty pounder gun  mala beresnik  northern russia  c  may    history  canada  russia  lac item id number   
239980,  has joined  snmcmg  working with partners from            in northern european waters    nato 
240055,just in   putin claims he was forced into  ukraine invasion  says  russia remains part of the global economy and countries should not push them out of the system 
241239,fuck putin    ukraine  russia  russianinvasion
241535,indian students in  ukraine can contact us  for help returning to india  we re in discussions w  govt of india agencies for safe return of indians  dm me or call               ukrainerussiacrisis
245179,ukraine right now     putin  wwiii  worldwar   russiaukraineconflict  nato  ucrania  stopwar 
246134,unbearable    a ukrainian father says goodbye to his family as he sends them to a safe zone and prepares to stay back and fight     putin  wwiii  worldwar   russiaukraineconflict  nato  ucrania  stopwar 
246300,this is the beginning of the end of  putin    russia  ukraine
246917,the eu is voting tonight on getting  russia out of  swift to support  ukraine   germany and italy are holding against  german and italian friends  make your voice heard  enough        
247001,eu chief vows to hold  kremlin  accountable  for  unjustified  ukraine attack  european union chief ursula von der leyen has denounced russia s attack and vowed to hold moscow  accountable     russiaukrainecrisis  ukrainerussia  russia  ukrainerussie  ukrainecrisis
248118,how the otago daily times reported  russia s invasion of  ukraine  
248385,  let s hide the slaughter of the palestinian people by aparthied israel right  look over there while apartheid israel kills more palestinian children   it s possible to talk about both atrocities  unless of course you support one     freepalestine  russia  ukraine 
249702,some of turkish football clubs who were supporting  turkey s illegal invasion on kurdish  afrin in    are now sending anti war messages regarding  russia s invasion on  ukraine  hypocrites  
253774,ukrainian presidential advisor corrects his statement  says the battle in hostomel is still ongoing  artillery and tanks involved   again this is a key battle in this conflict  ukraine
255435,ukrainian father saying goodbye to his daughter before he go to defend his country against the russian invasion   ukraine 
255831,breaking  moscow  russia crowd shouts  glory to ukraine    russia  moscow  russiacrowds  glorytoukraine  russiaukraineconflict 
256100,a picture is worth a thousand words     wwiii  russiaukraineconflict  nato  putin  worldwar   stopwar  russia  ukraine 
257463,heart wrenching   ukraine 
257526,communications in  ukraine still appear operational    not clear exactly why   russia has not deployed full scope of its electronic warfare capabilities  per a senior us defense official
259304, ukraine despite attacks and air raid sirens sounded in the ukrainian capital  kyiv  people are queuing up to donate blood    full solidarity with ukraine  it is heartbreaking to see it attacked by the kremlin  as a child  i used to spend summers in ukraine with my grandparents 
259521,just in   putin claims he was forced into  ukraine invasion  says  russia remains part of the global economy and countries should not push them out of the system 
259669,prof  charles goodhart   says the invasion of  ukraine by  russia will further weaken markets   this is another massive shock that will send prices even higher  particularly foodstuffs  it s bad news however you look at it       nzef  
259946,unbearable    a ukrainian father says goodbye to his family as he sends them to a safe zone and prepares to stay back and fight     putin  wwiii  worldwar   russiaukraineconflict  nato  ucrania  stopwar 
269444,news anchors pronouncing  putin s names as  pootin   and i think it s completely accurate as he is indeed a piece of shit   putinisawarcriminal  standwithukraine
271579, we are discussing today heavy sanctions against russia  as well as  support for ukraine and ukrainians  our solidarity and hearts are with ukraine       prime minister  ahead of today s  euco    ukraine 
272554,please follow us at  most of us are on the ground in  kyiv working to provide you with the latest news  it s extremely stressful  no one knows where it is safe to be  or whether there will be more strikes and where  and russian troops are moving from the north  
277004, ukraine a good summary of the western response to ukraine s invasion  
280450,alex jones  amp   were spot on with their predictions  russiaukraineconflict
281070, update   us intel states that  russia is expected to launch more airstrikes  missile and artillery bombardments in  ukraine within the next few hours
281778, worldwar    worldwariii  wwiii  putin russia ukraine 
284350,london     ukraine tonight 
285354,will putin go full hitler       ukraine 
287774,there are reports of  antiwar protests in cities across  russia   will there be antiwar actions in  ukraine   will we learn that a lot of ukrainians are doing what they can to avoid fighting with neo nazi armed groups  for us nato interests  against russia 
288790,nz   pm ardern has castigated  russia   as a un security council member that is  blatantly undermining the international rules based order   says  decades of peace have been undermined   nz calls on russia to immediately cease military operations in ukraine  amp  withdraw 
290494, this will be the closest thing to a war that my generation would have seen    says as  newzealand joins western allies in imposing targeted travel and trade sanctions on russia  russia  ukrainerussiaconflict
290835,my favorite late night host colbert  and brilliant analyst  talk about   ukraine today   taiwan tomrrow    
291046,stop the war   ukraine   nowarwithrussia   notowar 
291386,i d like to hear what nz s russian politics experts think about russia s invasion of  ukraine   prof rouben azizian  massey  ex russian diplomat  assoc prof jim headley  otago  prof henrietta mondrian  uc  assoc prof evgeny pavlov  uc  prof natalia chaban  uc did i miss anyone 
291427,in  russia  people who protested against the kremlin s invasion ukraine  have been brutally arrested      people were detained during anti war rallies today these people are saving the country s dignity and showing that for russians all over the country putin is not acceptable 
291705,footage appears to show evidence of russian soldiers giving up the fight on day    taking off their uniforms and fleeing  this is putin s war  not russia s   ukraine     politics 
291942, ukrainian friends  if you are forced to evacuate   poland has announced that they will permit you to cross the  polish border with your animals  you will be supported   ukraine  ukraina  ukrainecrisis  animals  dogs  cats  rescue  ukraine russia  rusyaukrayna 
292133, poland made an exemption for  ukrainian s who are forced to evacuate with their  cats and  dogs  there is a designated gate  your  pets can cross without a passport as part of the  evac exemption  help is available at the border  don t leave them behind   ukraine  ukrainewar 
302101,history repeating itself       london     ukraine tonight 
302114,putin s hometown  saint petersburg   russian citizens are standing with  ukraine at great risk to their personal safety to tell the world that putin is not russia  
303136,please say no to war  russia 
304749,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
306974,thoughts are with the innocent that are impacted by the recent development of events in  ukraine
310495,biden too    ukraine   bidenisafailure 
314361,a map to assist the intellectually challenged lunatic russian leadership with simple geography    russia  putin  ukraine  russiaukraine  ukrainewar 
316934,     blinken tells abc he is convinced the russian goal of the invasion is regime change in ukraine   russia  ukraine  ukraineunderattack  ukrainewar  europe  nato  eu  us    
318121,aftermath of some of the strikes seen in latest  satellite images from   feb  shows damage to fuel storage areas and other airport infrastructure at the  chuhuiv airfield  eastern  ukraine   image   
318432,  ukraine has retaken kyiv  kiev  airport from russian forces  after president zelensky declared a full scale mobilization of     ukrainian troops    ukraine
318737,we must now send fim   stinger missiles to  ukraine   the javelins are doing a number on russian tanks  time for their air force to feel some more pain    russia
319076,i don t want to make a far reaching political statement  nor do i want to explore publicly the historical context of the ukraine russia situation  i just feel sad that in an already messed up world  more people are having their lives torn apart   ukraine  ukrainerussiacrisis
319606,cancel all sporting events involving russia    ukraine 
320442,all our grievances are connected   nowar  russia  freeukraine 
322388,   rt website is reportedly down  members of the global cyber vigilante collective  anonymous  are claiming this score   russia  ukraine  ukraineunderattack  ukrainewar  europe  nato  eu  us    
322399,kyiv  ukraine  ap    ukrainian president volodymyr zelenskyy orders full military mobilization to counter russian invasion   russia  ukraine  zelenskyy
322723,  left  november   citizens of london taking cover in the tube during the blitz by the nazi regime   right   february   citizens of kharkiv taking cover in the city s subway system during the attack by the  putin regime    ukraine  russia  standforukraine 
323033, putin said there is broad public support for the invasion of  ukraine  but by evening   s of people in cities across  russia had defied police threats to take to central squares  amp  protest against the military campaign    per the    ukrainerussie  ukraineinvasion
323353,some person it their final farewell   love and hug cause  some will never come home again to their love ones       putin  worldwar   nato  wwiii  kiev  ukraine  ucrania  chernobyl 
324172,satellite imagery courtesy of  indicates at least three impacts at mykolaiv air base  ukraine        
326266,we have only seen the opening phase of  putin s barbaric plan but it has been more difficult than he expected  there are now indications  kyiv may soon be the focus of his rage  and then the entire world would come face to face with a depravity not seen in   years
326605,no war  worldwariii   ukraine   russia
327452,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
328098,i am actively unfollowing anybody on my feed who is justifying putin and his monstrous invasion of  ukraine  i can t stop unscrupulous folks from shilling for a murderous thug  but i can stop from seeming like i give a shit about what they have to say and making them relevant 
328652,we have only seen the opening phase of  putin s barbaric plan but it has been more difficult than he expected  there are now indications  kyiv may soon be the focus of his rage  and then the entire world would come face to face with a depravity not seen in   years
330028,putin s hometown  saint petersburg   russian citizens are standing with  ukraine at great risk to their personal safety to tell the world that putin is not russia  
334523,stand with ukraine    ukraine  russia  russoukrainianwar  ukrainian  ukrainerussiaconflict  russianinvasion  standwithukraine 
336085, all the defenders of the island of zmiinyi died  but did not surrender  all of them will be named heroes of  ukraine   said ukrainian president zelensky  
336661,what war sounds like in  ukraine 
336754,the trolls bots  amp  derangers are out in force crying coz  harryandmeghan are standing up for democracy  ukrainerussia  amp  getting a global recognition for their philanthropic work    naacpimageawards
340292,heartbreaking images from ukraine   putin stop war    putin  wwiii    worldwar   russiaukraineconflict  nato   ucrania   stopwarrussia 
340958,putin needs to be taken down   putinisawarcriminal  putin  putinpuppet  putinspuppet   ukraine  ukrainewar  ukrainians 
342720,cannot confirm    but  i imagine this is the case all over  ukraine  heartbreaking  
343042,suddenly covid didn t seem so bad  ukrainerussia
343831,display in front of the russian embassy in berlin  germany  the photos depict opposition politicians and journalists whose killings putin is believed to have ordered or approved  including nemtsov s assassination  due to nemtsov s expos  on ukraine  russia  ukraine    anri tina 
344720,hello world  where are you   when usa invaded iraq and afghanistan  when saudi bombs yamen  when israel s occupied forces kills palestinian kids  when syria was destroyed when libiya was destroyed no one cares beacuse they are muslims   worldwar    ukraine   russiaukraineconflict 
345128,in awe of the courageous people of  ukraine    i lived what they re living through for a decade in beirut  it s impossible to put that experience in words   solidarity with them and with the brave protestors in  russia     
345303,an important watch history rhymes  russia  ukraine 
345577, hows it feel to be in the middle of a pandemic and wwiii   feels like i gotta start streaming more  valorant stream tomorrow     twitchcommunity  livestream  wwiii
347248,i hope china xijinping get taiwan back   taiwan stop being controlled by american government  otherwise  next  ukraine is them    
350151,as hostilities intensify in  ukraine   unicef is scaling up support for children  their right to safety  water  and education  must be protected   full statement from  here     foreverychild  m ng tamarikikatoa
350442, all the defenders of the island of zmiinyi died  but did not surrender  all of them will be named heroes of  ukraine   said ukrainian president zelensky  
352108,don t forget that  russia is not alone in this disgusting attack on  ukraine   belarus  under it s dictator  alexander  lukashenko is every bit complicit  belarus should be targeted for severe  sanctions as well   swift 
353943,this quote is so true about all human beings  we think we learn something  but in the end it turns out that we keep repeating the same mistakes again and again    putin   china   ukraine  wwiii           russiaukraineconflict 
354108,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
354257,context on ukraine and what now  thread     ukraine has been making huge strides in evolving as an independent nation on its own course with democratic values  and it has not been easy with all the history        istandwithukraine  ukraine
356378,breaking  air defense ua shot down two ballistic russian missiles over kiev   just now  ukraine   genocid
357432,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
357892,video filmed by someone on the ground of what appears to be a russian aircraft getting shot down by air defense systems over kyiv about   minutes ago    russia  ukraine  military  kyiv 
358334,it s not russian ukrainian conflict  it s putin ukrainian conflict    putin  ukraine  russia  nato  ukraineinvasion 
358353,every single thing that  joebiden predicted would happen between  putin and  ukraine the last few weeks has come true   every single thing   so many traitors suggested joe was being hysterical when he talked about the intelligence he was getting  and yet  here we are   fuckyoufox
359860, russia  ukraine  iran  arabs  usa  nato  appeasing despots  betraying allies   amp  underpinning foreign policy on double standards   are recipes for disasters 
362239,as sirens rang out amid russia s assault on  ukraine  thousands were forced to flee  some held children in their arms  while others clutched beloved companion animals   our hearts go out to all the people  amp  animals  domestic  farmed  amp  wild  of ukraine  
363674,men aged     cannot leave the  ukraine  they must stay behind and fight if called upon  here s a video of a dad saying goodbye to his daughter  he knows he may never see her again  these are the real stories  human stories  the atrocities of war  
365054,                         not wordle   ukraine
370293,many reports say   story building destroyed in  kyiv after  russian cruise missile fell on it
371796,as an  afghan  woman  former refugee and human rights defender i cannot watch the news today out of  ukraine    we have been a displaced people since the  russian invasion of our homelands    years ago    all for what   history  repeats    
372082,ukrainian soldier  we are under heavy bombardment   mom   dad   i love you       ukraine russia  ukrainian   ukraine 
374359,dyk   ukraine is home to seven unesco world heritage sites and has also   other sites on its tentative list    russiaukraine   ukrainerussiaconflict
375916,in this episode we talk with barrister hamid bashani on india s foreign policy on the ukrainian crisis and the role of western powers    india  modi  ukraine  russiaukraine  russiachina  putin  biden                
377138,  ukraine footage appears to show evidence of russian soldiers giving up the fight on day    taking off their uniforms and fleeing  this is putin s war  not russia s  ukraineinvasion   russians 
377330,my precious street gem  let s find you a loving owner         fnd  withfnd  nft  nfts  nftcommunity  nftcollectibles  nftphotography  mentality  nftcollector  photonft  ukraine  streetphoto  nftart  nftartist  streetphotography  nftdrop  nftukraine  
378369, current administration got into the office not by the power of democracy and the voters  today whom invaded democracy  ukraine brought this helpless puppet administration into the office  let s not forget
378381,    i am an american but tonight putin has made me a ukranian     i stand with ukraine  amp  ask  amp  pray that ukraine will receive all military weapons  amp  humanitarian resources that they request from the united states  england  amp  nato    istandwithukraine  ukraine   militarylandleasenow
380958,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
382061,the map shows most of the areas that  russia targeted during its missile  rocket  and other attacks on  ukraine on feb        
383945,it appears that  putin has underestimated both the determination to fight and the ability of the soldiers of  ukraine   hearing reports of casualties and over   russian pows 
384608,a message to  putin from the brandenburg gate in berlin   ukraine  ukraineinvasion  ukrainerussia  ukrainewar  russiagtfoofukraine 
390102,in tbilisi tonight  ukraine 
391966,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
393256,events held in  russia since their illegal invasion of crimea         championships   x winter   x  and partial host of  european championship  are any of these organisations willing to apologise to ukraine for their staggering corruption  
393510,heartbreaking images from ukraine   putin stop war    putin  wwiii    worldwar   russiaukraineconflict  nato   ucrania   stopwarrussia 
393609,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
397195,respect to the ukrainian president volodymyr zelenskyy stand for  ukraine 
398850,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
401462, russia is not murdering civilians en masse  it is taking these people who have tortured ordinary people for so long out of power  and then russian troops are leaving  they ve already said they are not planning an occupation 
402857,from  no pay wall on this   russia mobilises for assault on kyiv as its troops storm ukraine   ukraine 
402892,moscow protest against ukraine attack   take note  clownvoynz this is what real police govt oppression looks like  endtheprotest  ukraine   
406958,the hacking group anonymous has announced that it is entering a cyber battle with the russian government    russia  ukraine  russiaukraineconflict 
407524,  bit studios team statement   fuckthewar  ukraine    
408041,this is what putin s  demilitarisation and de nazification  of  ukraine looks like   russia is hitting multiple civilian targets in ukrainian cities and towns across the country  these photos are from chuhuiiv  kharkiv region    putin is a war criminal  
409718,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
411244,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
413268,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
414497,going to sleep with a lot of anger  frustration  and tears  ukraine is just another victim of russian oppression after syria and many other countries suffered from russian brutality  if the international world did stop russia in syria  then they would not have to defend  ukraine
415261, ukrainerussiaconflict  talk is cheap  and thus far  sanctions have been weak  the democratic world must  standwithukraine  we have been misled by  putin and have been misled by   irelandstandswithukraine
415535,respect to the ukrainian president volodymyr zelenskyy stand for  ukraine 
415733, ukraine urgently needs a lot of fgm   javelins  nlaw  m  maaws  m  grenade launchers  piorun  grom  fim   stinger manpads to equip the second and third echelons of defense  partisans  resistance and everyone who stood up on protection of dignity and freedom   empr  russia
417650,the pentagon tells  putin is planning to make a move on kyiv to decapitate the government and install his own puppet regime   ukraine s president zelenskyy says  russia has marked him as  target number one    reports from mariupol  
421285,my thoughts are with the women  children  amp  families whose daily lives have been thrown into turmoil  amp  uncertainty in  ukraine  families bear the brunt of war with the lingering pain from the loss of loved ones  for their sakes let s hope for a quick  amp  peaceful resolution    
422128, poland made an exemption for  ukrainian s who are forced to evacuate with their  cats and  dogs  there is a designated gate  your  pets can cross without a passport as part of the  evac exemption  help is available at the border  don t leave them behind   ukraine  ukrainewar 
422520,ukraine s president is on the front lines fighting for his people  president zelensky has taken up arms and joined the troops to repel russian invasion    ukraine 
423051,today while we afghans are heartbroken for ukraine     taliban shot   women vaccin workers in kunduz  tonight tb launched an intense series of house searches   ukraine  afghanistan
425641,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
426072,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
426927,protest in front of russian embassy in  vienna    russiaukraineconflict  ukrainerussiaconflict  war  stopwar  ukraineinvasion  moscow  ukraine  stopthewar  ukraine        kiev   
427002,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
429774,the russian invasion of  ukraine is the most appalling act of aggression against a sovereign nation 
431947,  zelensky  this morning we are defending our state alone  like yesterday  the world s most powerful forces are watching from afar   did yesterday s sanctions convince  russia  we hear in our sky and see on our earth that this was not enough 
432180,putin you will pay for this in  thehague war crime against humanity   putin stop war     putinisawarcriminal   putin   ukraineunderattack   russia   wwiii  ukraine  russia   ukrainerussia 
432815,breaking  anonymous has taken down kremlin website     anonymous  russia  ukraine  russiaukraineconflict  kremlin 
432896,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
433423,more than   russian scientists and scientific journalists have signed an open letter against the  war in  ukraine    for me  it is of particular significance  because i am one of the signatories    please retweet and tell everyone we don t support war   
433814,mp in  ukraine lesia vasylenco   currently in  kyiv      head of subcommittee on  climatechange  amp   cleanaircommittee on  environmentalpolicy  amp   naturemanagement president of the bureau of  womenparliamentarians    womenspeaktopeace  wps 
435396,bridge over seym river was blown up    ukraine 
437067,i m russian  and i want you to know that the russians are against the war  we don t need crimea  donbass  and even more so ukraine  we go to rallies against the war  our police beat us for it     ukrainian  putin  zelensky  biden  nowar  russia  ukraineunderattack  nato 
437757,a lonely but honorable man zelensky history will remember you with this stance  history will not forget america and europe  how they left you alone  how they cheated    kiew  zelenskiy  ukrainian  ukraine   russia  russian  russiaukraine  putin  biden  nato  nowar  europe 
439980,footage of the explosion in kyiv  ukraine  kyiv live stream on youtube   wtf was that     
442364, nzmedia    askher    ukraine    member of advisory boards of peer reviewed journals  european foreign affairs review  and  media  war  conflict       ffp  wps  womenspeaktopeace 
443557,russian army column spotted north of kiev   ukraine 
443622,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
